PayingCompany,HouseBank,Account,PaymentMethod,CheckNo
WNku,yeMfA,206951137,Wire Transfer,9381122
EYZe,UaWME,729131818,Check,6928922
ZMKL,dGpDN,328835854,Check,6467276
zHxV,UAbkh,708791945,Check,5534038
bnzX,wnVoP,553378614,Wire Transfer,5396542
uLeZ,BmDae,924111222,Wire Transfer,0781939
PHIW,pGeRs,286054061,Wire Transfer,9374866
AuNC,oujfD,709657120,Cash,0013441
PZjr,FYsXP,523007437,Cash,8758805
TWHH,qmWGG,468878591,Wire Transfer,0107173
zTkZ,jIuhK,177667551,Cash,5878673
cMVf,YoqZx,280381606,Check,2088990
qXPg,dSLPZ,157453752,Cash,8112198
EvrN,bdgPx,721239720,Wire Transfer,8916702
XlmX,eUUPE,909337431,Check,2583610
Vpcq,CgFYI,192620959,Wire Transfer,8302198
EBmR,JYYJA,419074861,Wire Transfer,3922370
caQY,lOKTO,400345104,Wire Transfer,8459351
kcKp,IAuat,399455838,Cash,9734388
SFef,UtfWU,226558882,Cash,7316340
daIs,pdLZQ,263575998,Wire Transfer,6853695
juEp,TvYub,964166277,Check,8551765
lTcd,sXhdA,007492552,Check,2314044
RKjo,CZJuH,344643096,Check,0499974
XRol,LZLHG,093436612,Cash,9146613
jpOk,LjefK,425780675,Cash,9698771
pYPS,JDrvN,592334274,Check,6202060
lwNd,UXtPY,414035366,Cash,8493510
iWQC,IcNdL,092917764,Check,7331272
dlpw,tISCA,073844263,Cash,1417000
GsKz,qzQnP,052410882,Wire Transfer,3125833
rrOG,BLpay,215465905,Check,3815202
olhj,xzedL,347837194,Cash,2388228
Vdgx,VddBn,682472499,Check,3797667
rwLv,WtSXP,373749821,Wire Transfer,0398660
gWdI,cgWnF,274237652,Wire Transfer,2673775
GdPe,eqhTo,998370512,Check,8005841
nKAn,etxNf,939688473,Wire Transfer,4208723
DQGK,OFOfs,239898970,Wire Transfer,9926350
LVPU,cNiGW,696288905,Check,9103988
lEeA,SVqIX,642547330,Cash,0408475
KJrZ,SMJup,877876642,Check,8734496
bXKz,Ujowf,662962633,Wire Transfer,0923992
aaRd,nxNOh,541652483,Check,5088342
MzyI,SrcwQ,895676883,Wire Transfer,2199221
qJgS,sRDZZ,138063183,Cash,6187219
Hnau,Eodyl,080964534,Wire Transfer,2328064
ZUQk,vSzeC,186788860,Cash,5035734
jOCS,WdhxI,357451580,Cash,7789664
aQxm,SJiTT,562531480,Wire Transfer,8714495
pYZK,knZfj,610563747,Check,0161723
QUNd,Urcbh,451753648,Check,4844116
NetO,lFxep,473429804,Wire Transfer,3759055
ozbn,fXtNk,280718713,Wire Transfer,4656305
Xatl,yrcoz,827047568,Cash,5230928
Ntjj,cGxxX,754636567,Check,9291641
dHlB,loOis,089277867,Check,3020065
ASlH,fCjPe,059134788,Check,6660378
YdSR,UiHtg,058626645,Wire Transfer,2828364
rgjW,DWpMz,616103972,Check,5820104
lYJH,KxSKE,008920784,Wire Transfer,7956324
fBsT,UEIcS,842483730,Check,7530595
zWqE,sFiRd,647734813,Check,9314999
JFZO,zCxEh,320933305,Cash,6845874
kbMe,Xdiuo,229304643,Check,9253098
aXTM,zRXUH,529036119,Check,3142879
nvxn,yrGVA,382316266,Check,0758221
GUJe,wVOvx,223856706,Cash,1766540
NOJx,OLMNs,536904185,Check,2931040
gwZj,TuoeJ,015713404,Wire Transfer,1612138
JaQq,GxjAH,541912556,Check,6147226
yBxf,uAERF,666447000,Wire Transfer,9016334
PvrH,zbCPK,354187751,Cash,5639494
uAvB,JUvVB,326227143,Cash,5653919
rWOo,kjTLL,999903316,Check,6566789
wshG,mwRwn,247920780,Check,8990447
pDbs,BSQeB,375298346,Check,7794245
FBca,gPoRb,341997267,Wire Transfer,2787347
sryP,jzgDv,499260884,Cash,3472942
WDVd,YPFkn,988262896,Check,4716815
TbMA,vstuM,380340586,Check,6754357
HYRG,hhLhf,241142707,Check,8655783
gQHP,oDrvC,061108374,Cash,3707896
PCfe,IMhVu,823263816,Check,4790713
tviw,oCicb,238079808,Wire Transfer,3288059
elDi,BDdNd,745873651,Check,2038386
oXhN,hNVnB,233258484,Cash,9020279
akRx,ViXrw,968194558,Cash,5941972
RdSC,hVqSy,384888236,Cash,5396717
AScf,GfjZV,564856770,Check,8181811
lKog,QoLhG,602742195,Check,9875428
HPbz,iHxqJ,296491671,Cash,8497281
LsQj,GlSog,261793902,Check,9940124
VzrI,dUlKg,526468393,Cash,0906883
yItc,fgBEk,002956174,Wire Transfer,4375221
khqs,zgiec,041980253,Wire Transfer,0097308
qxOr,plHwB,357788503,Cash,1256877
fvaQ,uivux,780588172,Check,5784004
dyik,wSqtE,182399469,Wire Transfer,1211723
ZSFN,KNBLN,433158974,Cash,3259014
qIgD,hvrIX,300869098,Wire Transfer,3413569
fcJR,DOBHp,541015348,Check,8263043
TpVa,OmHxF,475897102,Check,2993029
htke,IdGHs,903119356,Check,7933150
YQal,CRDOx,322388691,Check,8853960
rpeh,QgNxw,428766776,Check,8295807
pUki,NtwzQ,076781331,Wire Transfer,5048478
Mxnr,LkLdf,835995304,Wire Transfer,9400470
QFwC,NPgjv,773210431,Check,4075265
kUCc,nxWKV,458124759,Wire Transfer,2006798
wsQt,uLBos,877161322,Check,6886940
vsQh,xuRNv,849010015,Wire Transfer,2291074
YNIf,OgnGk,560348600,Cash,8002898
CNXB,lMNtC,307038088,Wire Transfer,8291746
SWBn,YMSui,749885788,Cash,0335060
xVqI,cyeDt,026762782,Wire Transfer,9642146
uXRP,NcEUT,722118471,Check,7232100
Lcjz,edIho,469255806,Cash,1306241
hafo,xoQTF,114838748,Cash,3175039
uyZm,beZKG,100749474,Cash,1137340
Daha,NOkbd,404661907,Check,4671945
KNnv,WtuSM,975298345,Check,7884160
cjyb,VbuUN,766308206,Wire Transfer,2851483
iZTa,loOeC,829002992,Cash,3263112
tNct,kQEYc,116308162,Wire Transfer,6636278
WQbp,LQVKJ,979242993,Cash,0172775
aCpz,YYCmO,974973842,Check,1457314
JJfN,SeqEK,597415056,Cash,6015191
KFQz,VZNYJ,275810679,Check,8935963
pXIT,nnlUZ,446638293,Check,6207089
hiSB,DLnBX,305079804,Check,5856875
PjaJ,slNBP,352072415,Cash,7712299
NZCI,AuGbw,409224477,Wire Transfer,5632838
CaGV,OWKIw,091459028,Wire Transfer,8753367
vspQ,ofydY,222192931,Check,4170741
NsPb,MCjDQ,608524913,Check,9266841
ZlDM,jTfPO,109146334,Wire Transfer,9561115
WGUq,FsQzp,040773233,Cash,9573411
brEO,NrELA,611688212,Cash,1548780
AbUP,yOIbx,570312500,Cash,5634273
aXcs,xSLtU,717840374,Wire Transfer,3725198
FkpA,QqFLK,205178578,Wire Transfer,9751521
UKJN,SvGVU,875460183,Cash,8342541
wDFa,MiqIf,042196716,Cash,5741332
FIIX,uTTIn,926289956,Check,7717648
pMNa,lXtpF,578008056,Check,5584212
ZhJm,ofLRJ,797952535,Wire Transfer,6191971
fOhU,URbNc,507446473,Cash,5453752
cSga,yzpSz,853627646,Cash,6550228
lTKU,cfJcP,007181490,Check,8563501
SIvZ,xdytB,532873588,Cash,2482663
IISx,sCIVw,801812483,Cash,1158758
PsKl,hYKsg,900605263,Wire Transfer,4568484
mYnW,gRcbs,987067429,Check,2333904
YUvu,bAnaA,572090521,Check,2224372
HWaF,fSFoG,619817895,Wire Transfer,8449608
zcVD,flVQK,129304291,Check,2398372
yBjH,sIVDZ,702343080,Wire Transfer,6728124
OdYw,QHtKx,522968196,Cash,6234212
GvaY,GkKxc,339725412,Cash,9855958
fSGv,ugCBf,490704694,Cash,3973272
UyDk,UhCMj,038689036,Cash,6776412
rxFb,xBSWR,306756010,Cash,8292940
SQOB,GIuNs,195041844,Check,8309969
PzYX,ejnmY,619426045,Cash,8621175
cvXJ,exFzt,902378391,Check,9338762
bvWc,fnaav,082991549,Cash,4962223
Ceep,zzCgo,882756172,Cash,6133808
otBp,ljPQQ,124815562,Check,5386299
oaqG,BibHK,895920174,Cash,0747410
enrb,DOfLB,665610711,Check,8713250
kkFu,gyvRT,327751415,Check,7211717
rCsQ,adCTm,575994583,Check,5016774
kBWE,zdBbH,097332441,Cash,0431209
PJut,QPwQh,819578453,Cash,1826680
swhj,wgVXk,462279392,Cash,6442618
joqg,BQCGW,434426536,Cash,1063959
msDy,xVqWN,374228322,Cash,7054716
zjVP,nLWqc,205403675,Cash,9996378
HKBS,Jduxm,091217178,Check,9138934
ejvI,gofPC,083273330,Check,1941418
lxaU,qguzq,177802079,Cash,1321433
ydwt,wxLLf,200019662,Cash,5649917
rfgC,kuXxh,487923574,Wire Transfer,9953830
iJUN,KNdyD,094459399,Wire Transfer,0225597
PINO,gWzdK,914923159,Wire Transfer,9975635
xrKK,TJJoh,321976119,Cash,0115873
Ytzp,DLujM,846103821,Cash,6320297
ZhaJ,WRcEI,569145747,Cash,5540862
ejga,EboeP,244426193,Check,3558313
NySP,gcpoi,669915144,Wire Transfer,8074236
haFR,Jelxi,083591659,Wire Transfer,3643191
sFJh,HLyQM,353479223,Wire Transfer,3853057
BMiR,bWowy,974808423,Check,2028780
xrmg,xiusB,587849743,Check,8592035
ioGS,OsCZw,501798706,Check,2210024
KoKO,rkWzO,701174894,Wire Transfer,8738217
gGSs,fijgO,735988037,Wire Transfer,8021298
tMSz,EwaJy,163543807,Cash,0932376
Opqz,hlVtb,140004033,Cash,2270849
Mdzz,fwNbo,807531011,Wire Transfer,4657731
qEQe,JfFLe,505859936,Check,3850684
MjZO,MdByy,788994883,Check,1766859
tlju,WEDfM,399995181,Wire Transfer,4466009
pNqJ,nFQOn,979377897,Wire Transfer,7273863
omUp,AnpTu,448789504,Check,9809965
MLYI,pcCBA,798923962,Check,2440670
pfuN,afrnl,598735905,Wire Transfer,5694833
snlQ,IhmlF,141605246,Cash,7723578
GVel,Ihqlv,728029306,Check,5196495
JIqg,ykPun,778532179,Cash,8601133
IDPV,TvkTP,270167547,Check,3343828
zSXD,MudHS,872218932,Cash,8517874
BmDX,SBwEB,409003162,Wire Transfer,0527280
RGye,Khahq,590498890,Check,5323165
RzDy,TjzCc,699577763,Cash,3179838
vBno,pAkEf,277010333,Wire Transfer,3239211
YIar,jxEXa,882424546,Check,9971882
IYpb,nViCd,750183878,Cash,8855308
iNGe,PkUHl,838176513,Wire Transfer,0037116
GsEq,DXCDP,452137845,Cash,2451072
Hmfu,qKekA,791689561,Cash,4211059
krLx,hxQah,038284656,Cash,4237119
boaY,wzqgQ,483309161,Wire Transfer,9926446
aZuq,GTzGb,240452407,Check,8994169
BRXF,VNTTa,078974363,Cash,6922035
sjLW,CiOxr,418840199,Cash,3011679
UDyf,dGyPW,616551699,Wire Transfer,8409485
xIhs,UTodf,519276106,Check,3323327
mPSh,AJAQN,787196518,Cash,1084017
lnjX,qkApS,624785800,Check,4460659
hnuu,nQbTx,637146540,Wire Transfer,7238960
yoyS,YGGAA,015616888,Cash,4969276
tkgv,cLgWo,089996849,Check,0538424
FkTp,aVzMa,404054651,Wire Transfer,4699901
cpFD,txzVa,679251849,Check,0406760
JGrm,adcam,269561443,Check,8584435
Snqf,coKIM,758254123,Cash,4334460
jIDJ,pkDJE,709912080,Check,2177709
snzj,SCMIH,922947341,Check,1451487
atcn,YJXVb,266103456,Cash,8565877
wAdh,hwlGp,676741830,Check,9310684
NScV,ZtkSp,459419800,Cash,5567131
THJu,fzYlR,295493444,Cash,6526336
xJfZ,ENzsO,223485384,Check,1707955
EwIt,XPeco,305984774,Cash,1918224
Hvdm,iGrXu,929047962,Check,4883118
MKQu,goFsw,016914281,Wire Transfer,2008073
LUEL,YAVPU,097504237,Cash,3426422
FaAb,CgwYK,417246114,Check,9065081
sDAx,qusKU,509283641,Check,8349060
dQwo,RMCkM,371722927,Cash,6822089
huBt,ugkwJ,331106798,Wire Transfer,5977321
ADNT,SVizZ,486775010,Check,8188457
dtMA,ImFia,766625883,Check,9110714
hbuR,WULeZ,131271360,Wire Transfer,7856391
agnX,mFbpQ,325830537,Cash,0781703
euiB,yNQgi,292937790,Wire Transfer,0222907
NbWN,fIfii,516881289,Wire Transfer,4605104
ArEm,nTAMl,777239309,Cash,7879905
Maal,fHFcU,454684831,Check,9526967
DYCo,XOqeY,811581501,Cash,4798893
tgie,NYera,092016169,Check,5703957
hfQj,OwDFz,501416156,Cash,8419687
Prgu,THbjr,645325874,Check,3394323
dlFg,GRxqM,155633566,Cash,6224288
woWw,AByMl,170883671,Check,7529727
Zaqk,dIOYn,004693613,Cash,4557803
gGNr,EnADp,902397879,Wire Transfer,0151592
AIgt,HrVpq,870732143,Wire Transfer,2747481
mtQC,vGHvf,622635176,Cash,1316308
UIIW,dVMCF,418499609,Check,1400274
GrDE,QxkTS,581873221,Wire Transfer,1034237
hXxe,hHPdS,340204974,Cash,0304681
cCUe,yjFjo,556303348,Check,9763097
NQMo,Ldyzv,866730744,Cash,6610444
AhyE,eaAgT,346827860,Wire Transfer,7564755
dFQh,QeRLs,979756493,Cash,4926653
kpmf,Mbplf,281394987,Check,8338287
ZTVU,lFKwA,836654517,Cash,7893732
HKEp,MKkGs,008786340,Check,4454509
Ekqy,jTKlt,962557348,Cash,7281763
SoAT,WxFKu,689110908,Cash,2306843
CBon,BWpDE,863931196,Wire Transfer,5654236
gSyQ,SlPeb,469358645,Check,4039312
lBeG,fHEsD,489177692,Wire Transfer,5793034
xeMN,igLKr,334658429,Cash,8400609
bWMQ,MtzhX,173348445,Cash,8374384
MIEy,tBuxs,438374748,Cash,5406983
RWCe,yLrUF,071464548,Check,9252077
oZUq,EyZKl,735325999,Check,6646998
CQow,ivwDA,514852356,Check,9233417
SykC,JihnK,018118694,Check,3645118
uYeH,ZmMXI,301183758,Check,5597216
BvoJ,kuFsQ,869401514,Check,9676854
NyVa,Hkyxz,640749672,Check,3376692
pNbX,ZHuOK,416866267,Check,8416706
FXTa,NEqxu,559645032,Cash,7825144
LgUM,fJhOb,754949172,Cash,9096252
DfIx,ZbUqT,113140228,Check,7546038
vewR,nbKTj,343094177,Wire Transfer,7307343
CimZ,ShelG,338966786,Cash,3190511
YFWj,RBrwR,860729793,Cash,1232340
kUEC,waUCo,966169828,Wire Transfer,4404254
yIac,ZqFHp,375170597,Check,6386286
qUNK,XQens,997961474,Cash,2017772
aOpP,GzUXz,477646036,Check,8447840
JqKh,jCmXU,685929108,Check,0659901
wiIB,nzJOW,480913307,Wire Transfer,6142396
GAeS,dkReW,155984068,Wire Transfer,5753760
QhJb,qCqcS,295647751,Check,9771533
DDUX,jKDwT,024231029,Wire Transfer,1762694
aUBZ,twPWv,078967635,Check,1334563
DctM,NaRNc,201171706,Wire Transfer,2391375
ocdi,ohoXQ,096431259,Cash,4380193
VyBl,oFUii,849272944,Cash,1037427
WOlP,ryMJM,696824322,Wire Transfer,6839795
RenH,RTjKr,974613967,Cash,3334859
OHqF,aePIe,036680271,Wire Transfer,7347523
FDia,OoaUX,137225171,Cash,6581957
dcHx,rJrMI,517255553,Cash,9194946
waQt,ZqCKZ,455067072,Wire Transfer,8113851
InzO,CWaqG,471857914,Cash,5430331
FoOn,MQuhC,803407225,Wire Transfer,5614817
ZLgT,kuujV,115995189,Cash,8665394
pDhA,UMXKY,184509987,Wire Transfer,5908743
OUxb,umRtw,935708079,Wire Transfer,2296808
DPFg,DRWip,345100635,Check,9709273
Mgwt,EJikX,203756236,Check,4626078
pqhq,QkMDf,158415312,Cash,3737226
oVKm,puRnt,336926204,Cash,9340984
ekHs,WXyUU,208332250,Wire Transfer,5367095
qeZz,hgbiz,004649132,Check,7376352
hqWT,jqAeq,425079634,Wire Transfer,7266898
DLQO,gJmqx,524293830,Check,0907630
qFyi,cOiGv,236123516,Cash,1489750
ewxi,pwQgl,126745952,Check,1507452
DImV,JwkHO,871575770,Cash,3639204
iYMl,EiocA,349734898,Check,9969685
ujDy,UscpY,402907549,Check,3037413
uFqN,XbjRo,269724626,Cash,2944628
pECc,dzSQv,657700824,Wire Transfer,0545030
hXrp,wMDbr,184968547,Wire Transfer,5843183
pqjY,xFNRi,907541491,Cash,6920043
YMBp,VTkfh,436831514,Cash,0151533
MGjI,tWEpE,459959365,Cash,0732552
YwaY,LSrck,659060431,Check,9374494
TTIE,VaSac,657798838,Check,0118244
lYpJ,deHjC,382353858,Wire Transfer,8659003
rKCI,PutzF,276814929,Check,1634268
eevI,kZwWG,544233158,Check,3006498
nYvR,pDHUX,195451111,Wire Transfer,6978649
faNx,LOvHD,645644166,Cash,3470920
kMFL,nTDkd,666722936,Wire Transfer,3795560
bCGi,KoiIY,894520324,Wire Transfer,4986511
hziS,BBcQi,661139773,Cash,6209605
opob,zJWzm,596725067,Check,6181696
GcXB,WCtbe,372740733,Cash,1106337
yEeA,FzBBu,359766303,Cash,1795212
tfLT,PbwNb,122891794,Wire Transfer,0513133
ipMG,lBcMA,800400757,Wire Transfer,6838957
McgL,mQpOr,023836637,Wire Transfer,3277973
DjFD,FFAui,604022570,Check,6060008
sigT,oKKmb,345853850,Check,1397807
IEHB,oLjPh,091190696,Check,6641340
cIpr,QJhLA,940357661,Wire Transfer,6889718
EYRR,fGckE,053715390,Cash,7204896
EnJs,lELHL,436581545,Wire Transfer,7502703
AEEU,NGSCt,664953108,Cash,1425496
rSCD,afrZU,724758550,Wire Transfer,6767753
uKVd,UUyMW,192558960,Check,6267642
qcZc,bjIzE,436631032,Wire Transfer,2244004
zNAp,fLYeJ,611926380,Wire Transfer,2798580
RFGe,GkbeA,347761037,Cash,1591164
eBSK,mUeuS,685011263,Check,1940447
xMmD,ivQMI,747305414,Wire Transfer,4201467
Xoer,zZIGt,162979816,Cash,0070059
cBPm,nXXZy,139194078,Wire Transfer,6981758
kXKt,cUbHC,344367387,Wire Transfer,7386714
sNaH,eWyuE,963904588,Cash,0861248
Zsyx,PAmfy,074547993,Wire Transfer,3636915
qKVl,nEVdM,622411765,Cash,5359461
oHxE,zODhF,436139163,Check,0550210
lNER,eGBFz,004612783,Cash,4116749
EVnx,ymmlR,569947073,Wire Transfer,7044891
GDiS,maYCi,836397233,Check,8386563
VXbs,VndxX,608131584,Cash,5623943
QenW,LYbLd,395103455,Wire Transfer,8855499
tJgD,UkLcY,998649995,Check,2784362
OCmG,Qtnzv,625304949,Cash,2226138
ulhY,gIHMk,777064743,Wire Transfer,6154653
lWYF,XaszQ,236941565,Check,2127598
gfXP,NDqqx,578924160,Check,0536978
HRlu,ZzSWT,976646261,Check,4865501
UZmY,pJRPw,874221761,Cash,1633910
yRGN,lKzdh,289755049,Cash,4581085
XrRv,zMvgG,364960922,Check,0972064
FabB,YapLm,591479356,Wire Transfer,4002821
oYYX,XOEbL,445744908,Check,2408314
rUTJ,aehSY,185509758,Wire Transfer,9164752
LQgG,WAggj,206067823,Cash,4180846
qrnq,flXlk,818394730,Check,1604693
OqCh,bnHtz,267662993,Check,2080441
giHk,nlzkK,830798493,Cash,2028637
TVUU,lqhKQ,420954390,Check,6261402
BtFs,MppvO,819792474,Wire Transfer,3349136
pvSG,GBIqp,408948686,Check,8968666
BVFY,sJdqM,744194863,Check,6764962
CGvh,mryuQ,825103012,Cash,8639865
jfHm,NQiZa,386243282,Check,8213348
UKnr,cXZnG,642787290,Cash,9509502
SPMf,iZBhD,522184825,Check,4490515
eOuc,HSkbs,290186205,Check,6556453
YfTr,VbTNF,204714138,Check,1077788
xvdq,ymryx,661801461,Cash,0160511
bnqF,FJuCm,414413178,Wire Transfer,6199914
caZI,WzpEk,927436903,Wire Transfer,1290254
zcja,yiQCM,665166858,Cash,6021213
Qkrp,KLqFT,306294412,Wire Transfer,0823168
ZxPF,nqmHi,500152436,Wire Transfer,8392997
ozwZ,xAdhS,738879827,Wire Transfer,0254119
lGOm,MAOTW,940791902,Cash,4124020
NHaZ,WWauF,579944141,Cash,8890347
rKCL,drPia,482481114,Check,4738174
RHrq,YMmcQ,941859291,Check,1148875
Lajl,ISgMA,044433512,Cash,4408144
FJzf,UYQBI,978879158,Wire Transfer,2431448
XWvV,aggkK,448162187,Cash,5788750
Woiq,VBMBZ,442751048,Check,7630660
fLgX,EjuCJ,168092552,Check,2449962
AvSX,OvECQ,458901722,Wire Transfer,9770497
zHDi,qgqKw,285567849,Check,1689668
PDnt,wUaDx,677240923,Check,6528282
NHxz,PDTvb,996563055,Cash,5629919
ZMVM,zLzKo,279204887,Cash,2282049
XYEg,KrYoW,492965304,Cash,5521045
DVJm,CIFsi,236510599,Check,0202185
fDDQ,Ckhtj,500317177,Cash,5902999
HuwU,sOBwy,867210021,Cash,5930801
LOuH,pnyiK,364483987,Cash,7229865
DnWB,iWlTV,119146838,Wire Transfer,5650723
HGFG,ugQsc,373817279,Cash,7573139
GhVX,JEwnh,518962496,Cash,4164543
Kofd,cHukj,793273189,Cash,6110466
cHEJ,SwfJr,912473931,Cash,9895597
ycTq,QEIsj,261099021,Cash,9414000
ZQzO,QeqNM,572165686,Cash,6032845
HliV,mPkBo,976571594,Cash,1975401
kQXI,mqWsQ,783869532,Wire Transfer,7453385
fjaH,wPiGt,243669855,Check,4659626
FbcB,kJIfx,002201581,Check,0448379
khob,BPfCn,001101359,Wire Transfer,3242320
eocy,WwFwR,029141129,Check,9773353
SNuV,kmUZf,028374936,Wire Transfer,3170370
BkVe,LvTiV,705627028,Check,3624382
KcwF,lGQkW,915788800,Cash,6155947
xORc,ExaRo,033476375,Check,1713061
wFmY,PyYDE,274263426,Check,2609357
jVqF,TuddF,713672277,Wire Transfer,7496570
qXhB,YEMBy,334688308,Check,0472420
CPwD,QzEPe,941450167,Check,3544655
lJsM,aIuWZ,974791859,Check,7980561
MAnx,GYTIL,749634739,Check,1923868
ppGp,SZEIX,822882635,Wire Transfer,7479954
EAUH,GgaoN,775463279,Cash,1061929
xCxi,qJzJr,019699647,Wire Transfer,2694864
qcef,HWyrp,294940540,Cash,6467659
fEBh,RPyIb,725402930,Cash,1733389
pFGL,GvjFe,029920724,Cash,2574219
fHtJ,vbrsn,709353627,Wire Transfer,9561947
IZNk,AFgij,574133500,Cash,4420074
PRLS,PukSD,224428769,Wire Transfer,2541291
dBrl,ijsGi,281753976,Check,4100732
iMtL,tmoPa,523111434,Check,0848177
lMRH,tWDMA,839976828,Wire Transfer,2828596
ZSMb,exBjJ,827776696,Cash,3278821
aMoL,Wzrit,218260887,Check,2920266
nInE,xfVYm,577542216,Check,6576534
qeId,KlhUv,685335003,Cash,9883342
SuVw,ubGRJ,939442475,Check,1277388
uhgk,vrFkM,215056977,Cash,4107475
nyZj,acKxR,741278561,Wire Transfer,3165123
SaAm,PqFwj,219318755,Wire Transfer,3156225
LNQV,bothr,312577981,Check,9793040
hXIi,yfjIs,794304337,Cash,4420554
uWeu,fzghA,122297492,Cash,2699153
FVbG,Jycwi,832384070,Wire Transfer,2576877
xmlF,SSOJX,768026315,Check,9440654
JxyO,trPOH,347512933,Check,9362114
ebty,FlTqz,441523419,Check,6255230
qpkm,lYITt,928812548,Cash,6645144
CkoV,lvofG,740666826,Wire Transfer,6925655
xpZQ,WNUiX,105013906,Cash,6055804
PEDy,RugMD,037212749,Cash,7701318
Uior,eEzLJ,317530864,Cash,3451840
ErFV,LHCgF,963768590,Wire Transfer,9767245
DNuV,fErHh,548453360,Cash,1609392
QEnr,cJxOn,815588662,Cash,1977717
Pthx,tLszW,443664494,Cash,1814380
ORiU,htEFT,443952790,Cash,6825366
qQZd,VAupA,505139415,Check,4242809
YAtE,ZsuXL,070711309,Wire Transfer,0463373
gqGh,Xzusu,458015710,Check,2223591
NrIm,PxgpX,880283034,Cash,0955255
rrsX,gJBQt,348630105,Wire Transfer,4382526
lyNB,sGZms,151305367,Check,9308587
UmNT,dQHMg,436174925,Check,3075129
ldKF,Okheh,761433501,Cash,8018976
MghK,QeOLn,381250072,Wire Transfer,1067950
DLhy,RcaOQ,442208083,Check,6701152
dGvs,jJKWx,507223587,Cash,7652299
jPoz,xrlDz,739852014,Check,7682679
VqJa,InSmz,212306214,Wire Transfer,3119588
tRja,OyTwB,766330448,Cash,2141609
BYxF,ZysHz,446513075,Wire Transfer,8668477
aBbn,XGsMq,860839344,Check,1944165
XLnl,XifHl,984158876,Check,8420090
veLb,bNhnc,063946166,Check,3208543
tzpV,VVOCa,393561872,Cash,8136095
QZUc,lObtR,343675962,Check,5322931
UglT,rbfYh,438797960,Check,5533085
PkLg,mRAwJ,967192941,Check,5059581
DYwU,CYvqL,934455035,Check,4877594
qqTr,UjFWf,854628301,Wire Transfer,4129991
FqHf,uTMWG,717727782,Check,0748369
yUGq,sDwQd,289703013,Check,2732520
gHwv,coGZH,006726308,Wire Transfer,6316352
BarV,iXgwI,346041738,Cash,6897581
Dhuv,JLhZg,130950900,Wire Transfer,6521374
MFhC,PIFMC,088455151,Cash,0305668
xAeE,zlRMr,113136642,Wire Transfer,2261723
tIZT,CryBG,824112014,Cash,0166584
oUTH,cPOGU,842950357,Wire Transfer,3020565
nkCV,FAzOh,613788906,Check,0186040
SjQr,GVaoe,912096784,Cash,7627605
vXHf,qUPIC,190417125,Cash,2760215
Juae,xfSlp,425976109,Wire Transfer,7469438
JRqE,hMVkZ,280269709,Wire Transfer,0250441
etSx,VRcUB,432708862,Check,8856125
nvjc,ECSQv,603626603,Check,1694999
WSIH,fdYbv,255708210,Cash,1782630
EqtS,lubic,761908025,Check,4755678
xRgn,MHNdc,226736440,Check,3359622
IqXS,SFRwb,162113674,Cash,0557991
CbKh,ykYBa,127059761,Wire Transfer,6825877
ghGK,vPTdG,704515426,Cash,0043693
eiBW,DxyRR,043528171,Cash,4346448
famD,zkDle,139729132,Cash,2263902
mWom,ixIbw,422378737,Cash,6175588
jOFg,hCVBR,757322384,Cash,2243254
khqT,ELHOL,903793176,Wire Transfer,5787336
dOFG,mKOwm,486263397,Check,8108698
raqi,TCuFg,348965694,Wire Transfer,7052512
yufZ,xZVav,448050378,Cash,0817886
LNfv,XOTGZ,699029375,Wire Transfer,9280318
jNGm,JdgRQ,676082687,Check,3322647
dUub,sVqQL,041136206,Cash,7052286
uEvU,ehWXu,167162325,Check,5575268
gbRy,CKnNk,803134401,Wire Transfer,5197462
ESsj,yzlSw,363172561,Check,8131609
hftX,gVTYD,129630771,Check,6025843
PeHh,wrKsx,361927465,Check,1703986
CCQE,uBNmY,012016531,Check,3668755
DCFG,WtkJQ,230863547,Check,1674068
dOZN,YoWFl,411337403,Wire Transfer,1501657
shVT,TSYXL,793363874,Cash,7410236
nuzT,jEPPt,352403954,Wire Transfer,6325867
Raez,UVNAO,433824429,Check,2795002
BqEv,UgPep,618650515,Cash,3600691
bJvS,hdCpe,857960847,Wire Transfer,3464044
DtDW,NracE,717931637,Check,3036910
Ahpw,ZLSmq,983911787,Cash,7439143
NJRw,gcQXi,873825020,Check,7233308
xZtA,bzjZC,010748802,Check,4784154
RuwH,IJhks,192773557,Cash,5234545
WADT,ZRuHj,952793033,Cash,0909031
JcXQ,NhoEW,759852623,Wire Transfer,0730876
CczQ,wSAZm,238425728,Check,7998657
LSLb,cHcee,198214241,Check,3317124
QWkL,gOOyT,982635939,Cash,1599995
NAAT,QVpDF,786863968,Wire Transfer,1698179
rdJf,hmLUu,565956881,Wire Transfer,1953268
kCTq,qJbEL,988918740,Cash,1858111
ifom,mFqQD,206121129,Check,0812052
TEgv,XnBpB,145864116,Cash,6165250
ASEm,UWTYx,233963071,Wire Transfer,0961194
BWUt,QoFuE,182282581,Wire Transfer,6089122
ckhQ,SrdnD,750034323,Wire Transfer,3968854
XjwP,XAqiE,779278754,Check,5942641
XQWU,IsJXR,866296160,Check,0022438
HPXq,KLAhO,505940322,Wire Transfer,9262333
ELYv,Jpxhz,124744040,Cash,8816480
feep,KRKSZ,468443937,Check,7255965
rxOn,FBVTk,943248038,Check,8544175
