VendorNo,BankCountry,BankKey,BankAcc
88269,MYT,170510,34984612
26409,CXR,244275,68010237
26409,BVT,158716,38607150
58492,GRC,872186,38876072
59043,BHR,112096,46538119
59043,FRA,111484,46598917
38115,DOM,560219,79159415
6800,KAZ,664853,93780933
49443,SUR,578576,23633283
54992,NAM,608535,60918669
54992,TUV,563466,15657848
5210,VUT,187086,62004681
4120,ATG,528378,49915176
4120,TKL,809061,12093050
4761,BVT,326622,82729459
86736,SOM,147669,71532459
86736,ALB,727028,57728660
94807,LSO,581326,34258751
56443,TUR,627453,34749426
22498,GIN,743781,76168408
22498,JOR,184785,75568679
38213,BEL,589078,32866132
38213,WLF,958676,44093470
29522,IRN,493582,63725785
75874,HMD,174168,77273378
42899,ETH,687846,02102995
79514,DOM,304585,53070420
31036,TCA,500290,92960521
31036,CUW,401064,80904912
20531,LUX,396345,53700698
20531,ESH,074910,25847764
75928,OMN,213082,57352617
75928,MTQ,969798,72724979
34254,SPM,268217,89641047
88274,DZA,504913,43018385
96148,BLM,930017,70568081
96148,THA,144106,86968293
30424,VUT,440957,11223017
88263,THA,730386,64344635
88263,BHS,583424,94533614
86345,MUS,844509,85427901
86345,ROU,814313,65020603
44253,GIB,308496,05758374
44253,SGP,379204,98148350
14286,ATA,316915,29155550
61402,LVA,155202,19468227
63551,MNE,311639,11408914
13120,HMD,966588,81875927
13120,BEN,407062,25647275
39108,ALA,560280,44713154
17288,CUB,672873,64894736
17288,BGD,701144,67902057
80808,TZA,276325,42386417
80808,PSE,697983,66048836
70015,NFK,852721,43538247
70015,BGD,435846,40547446
15479,ISR,578955,69204283
69769,HND,665162,14046496
69769,BDI,661780,12872151
61746,KOR,648954,17939272
61746,NER,102309,53793570
91652,COG,909136,28356272
91652,PNG,605436,08209523
75350,CMR,406043,60437136
60673,GNQ,506165,30900936
64965,CRI,152217,31157912
64965,IRL,710076,85044008
99729,COL,478710,31019156
99729,FIN,555430,83705529
22160,BTN,061239,21347330
63000,QAT,106185,91741949
63000,VIR,840272,33543962
76246,MNE,264995,28805012
76246,IMN,004538,52127721
14623,LUX,589264,98495185
14623,NCL,571622,90296795
61034,SHN,022005,81675637
61034,MLT,223317,27099962
94894,MDA,566768,13181431
94894,KNA,296945,96096905
57567,TUR,767757,10739173
57567,IND,274957,36395014
20009,SYC,198623,02536857
20009,CRI,219723,12811652
80744,PER,353259,23015904
80744,JOR,515362,75516753
73100,KWT,182486,96454246
44222,UKR,441242,08808520
37064,CXR,277378,21252578
17343,SLE,788579,36921190
17343,ETH,957064,09167157
81022,NGA,154872,32600840
81022,TTO,538815,36848701
16141,PCN,631091,67380727
44331,NZL,124121,73267529
44331,CZE,381548,72640917
21168,JAM,190319,68510768
24900,ARM,633707,63103053
24900,BFA,515523,93044246
27866,PAN,624361,00736679
27866,SVK,123304,00673431
28236,CPV,552911,38566045
18272,KAZ,266896,53699647
18272,SYR,567472,44947115
15835,UGA,678988,82073460
72586,KHM,917098,85424124
72586,PSE,275684,22392609
69842,ATA,869952,50136413
22669,KEN,207116,32116345
22669,BIH,493081,76593063
41826,TKL,827074,21051491
41826,HKG,399713,84393823
52986,VGB,744195,39533434
76507,BHS,273606,74998067
86889,MMR,369229,47627227
86889,CIV,499538,00590158
85491,NIC,344041,08577155
55475,CYP,311305,16383328
55475,SYC,455849,99923684
88340,GIB,087671,14012860
88340,SLV,088685,75555671
23067,OMN,516254,75381978
23067,UGA,224034,93468592
25592,SAU,152220,62783381
90300,CIV,696767,24194753
90300,RUS,325366,89806959
10857,DMA,627906,76802692
10857,MWI,724115,15745728
96361,ESP,379717,13863382
96361,CZE,325360,84960014
77177,CRI,904615,28958214
77177,HUN,755298,39545540
48222,SWZ,550847,23278993
48222,BMU,479035,11203007
42666,VUT,784091,18117630
42666,GMB,192260,80499619
7906,DEU,340340,45514511
7906,KNA,686233,28032381
19913,BMU,537767,58615185
6661,ZMB,172549,92467847
6661,SPM,127466,33781158
97664,NFK,391419,50946894
77569,CAN,132148,85411596
77569,CIV,673139,69568526
77394,BDI,408064,23143184
77394,CCK,457691,37957918
505,GGY,718200,58690409
505,ETH,308764,26658075
19860,TUN,559673,88152529
38390,KWT,272425,42146277
15348,VAT,920266,77479636
47147,HUN,310011,61067031
27557,LUX,391711,20308084
33891,RUS,566238,80917436
33891,GNB,049783,45733656
81900,PRI,590616,06809077
70010,TZA,595525,45665660
11375,GIN,847086,03669494
98833,HND,830458,62246535
98833,TLS,345651,59836727
25222,CHL,816850,46623440
25222,CIV,900433,41632099
81171,ATG,856483,09887332
81171,FRA,114101,96852058
43351,BWA,521580,22460545
43351,GUM,763880,20918433
96794,SMR,846944,90575921
96794,VEN,526805,61494637
65823,CMR,513025,20059943
65823,SPM,347157,88932795
35926,STP,958300,01169661
35926,NZL,024973,52819954
45741,PYF,380703,09402141
45741,ESH,723755,71746046
99660,SMR,851903,67295737
84748,CHN,317685,70036395
84748,BFA,530813,94524557
99338,COG,502479,82169587
33586,PSE,490428,74946060
33586,ATF,163608,43811679
39723,DNK,331890,69751289
39723,KNA,916530,42860028
39554,FSM,156137,96090068
77362,PHL,249979,40572359
5720,UZB,705782,95779892
34784,BOL,407719,41431540
34784,CZE,780647,46330636
49571,POL,712290,00133660
49571,GMB,487824,54377908
34668,KNA,333675,44183506
34668,ESH,931553,88927325
1658,SLB,919303,10722203
1658,MMR,238081,56165736
70794,NZL,865810,18968870
70794,CHL,695811,59052289
91439,KAZ,004491,88807118
91439,KAZ,679224,83166554
4822,EGY,788084,41436227
4822,IOT,085643,36985400
11483,NZL,553069,21541145
1657,CUW,504803,20685144
1657,CCK,469044,09964180
67230,HKG,249634,16742315
67230,SVK,623605,03096314
40144,TJK,659687,68884367
40144,KHM,447110,19592337
46508,PER,285193,20164475
17331,CYM,410237,35974564
34394,NLD,098395,71490813
34394,PSE,438760,66837340
84430,BLM,784190,90892149
66827,MOZ,999803,56994326
42288,DNK,969665,02095764
42288,LVA,896078,58412200
40673,COL,785479,24274852
40673,RWA,806982,01170618
25225,BTN,121420,47315518
25225,AZE,863722,39863704
95852,MAR,124582,95909791
55640,MHL,793470,92838839
55640,QAT,551567,73506514
47829,ARM,073189,94591046
74460,COM,467151,13142430
75843,DJI,630340,11347972
37215,ZWE,102822,41594032
61301,TTO,251421,33810668
61301,ERI,157714,03152518
10361,SYC,013837,13500686
10361,DEU,299795,29837440
98375,THA,811901,78181801
59281,BDI,956961,07693031
59281,SSD,671906,43390714
78000,ASM,229441,72425656
78000,URY,361540,41742123
31716,CYP,905721,86995686
82528,ESH,153423,54137585
82528,GHA,175118,57264300
2334,REU,726446,48966778
2334,CUW,497632,37705941
42554,CXR,860904,68145202
42554,PAN,160345,39058464
96292,BMU,718233,05929638
23974,TCA,658518,28780346
23974,SAU,093645,94702343
49060,CPV,620773,84425774
39831,IRL,495777,18902290
39831,VGB,211462,47978854
4713,MHL,393153,20605722
51404,LCA,879955,08504784
51404,TWN,116796,27469985
80740,SHN,580111,52344302
46672,GLP,079146,08329191
46672,SLE,458941,47983138
12939,IRL,112540,24626324
12939,VCT,440879,04186316
30997,MHL,175261,51167957
45556,BHR,738764,30182759
2714,ITA,357714,90801343
2714,MOZ,289645,91068340
64195,AFG,569923,99475499
60180,SYC,796070,13155502
60180,CHN,703734,20387129
68433,BFA,504316,83694545
95246,BLM,925137,37093474
95246,JAM,856079,23227868
6105,WLF,904360,78248489
6105,NAM,416006,07421888
46489,VEN,270490,57806263
64966,GRL,699967,76386428
64966,IRN,023700,09742948
39410,BIH,298612,49642518
39410,PCN,066016,88529871
98287,PSE,250613,34327474
66189,BLM,687095,35972203
66189,MYS,343521,14474584
73192,JOR,998642,75365069
73192,PYF,691642,64573664
98130,PCN,619685,43002705
11974,CUB,674887,13575703
53159,SSD,407764,40357142
53159,GGY,190511,91879520
7168,DZA,587465,45776027
74927,LBN,660569,52507198
74927,GNB,167381,50832053
19899,MYS,439547,54308116
19899,CAN,288155,28733582
39506,LIE,690059,94795187
39506,GMB,918065,56754371
30579,KOR,464011,67889306
30579,SLV,006619,60682819
54944,DOM,189417,51539114
54944,TTO,393201,23712556
64592,KHM,480342,23793141
64592,ARG,451992,84036535
52603,STP,657800,56403467
58834,AZE,635989,70358707
58834,GEO,664810,59012391
41388,FJI,613900,26821379
41388,VUT,834631,31191979
59960,REU,509333,11169421
59960,NLD,934788,09249988
60240,BLR,974921,17891877
60240,GUF,335538,41156292
95362,CUW,753412,36451482
95362,ISR,457805,46622556
51154,OMN,449601,09541534
51154,POL,144244,04054804
51079,ASM,734512,76520571
51079,IMN,965617,30340302
77329,PRK,237012,74437967
64266,FJI,387972,53552263
4378,GBR,967622,91427605
10791,KNA,251660,57447395
50944,ZMB,378767,69524592
50944,SLB,719019,24448124
83492,PRY,544828,22031494
80262,NCL,523575,59364217
80262,PCN,611399,21763231
70258,ISL,457743,80317419
70258,MNP,601903,65474940
54251,BRN,591131,75903862
7182,GLP,505141,87531724
7182,MNP,503665,09120712
53880,SPM,768739,44570667
1846,SXM,311377,10057489
1846,PRT,416659,28565071
48007,FLK,665844,29129510
48007,NFK,653968,51004814
92436,KAZ,300198,91642209
49149,PCN,233850,47130408
87106,SYC,339633,28470643
56639,POL,529051,27155950
56639,BGD,520628,81921601
63562,UZB,388503,79200361
63562,SUR,446801,87857489
90051,MCO,016860,77238515
54468,NZL,097461,82861837
54468,LIE,639847,95776758
61302,KNA,899001,91409249
61302,SAU,994241,71580541
73803,NLD,274290,88217338
25593,GGY,590437,94049882
8898,HUN,048322,08993827
8898,ROU,910463,12423498
84534,CHN,732017,95455884
55381,SSD,078095,34393702
55381,BLR,852781,46365680
69797,PYF,010773,68364101
97706,CHE,543784,91934278
97706,SJM,366688,40329797
16660,GBR,357875,72808946
16660,CMR,844010,59234569
89287,AGO,693348,50722167
96511,ESH,516307,17090119
8662,IDN,360393,79651738
8662,LBN,154290,76153931
62001,VCT,543177,34609482
76954,SAU,471972,22009982
76954,SGS,473827,84230249
47641,GRL,346244,03762825
41941,KGZ,378704,61966761
86305,SLE,151459,61079774
96453,BIH,017499,41072983
65348,URY,065882,46758471
65348,BLZ,303260,61438342
11905,ZWE,586983,67853717
33994,GNB,176195,43561858
3116,AND,363934,73972734
3116,SXM,859176,74054737
31150,ETH,144084,83807743
89335,BEL,914520,97439757
24694,CXR,852222,92202451
24694,BDI,180528,65866825
54782,QAT,385942,72863877
54782,JAM,533514,95952010
54055,KOR,552376,49182965
24743,AIA,050306,33875299
24743,IRN,069575,92142548
57161,CYM,950280,60060927
57161,ESP,097160,33618663
70042,GBR,168180,69750556
34406,FLK,717671,21550369
34406,GRL,371242,28207680
48014,BLM,098235,95317035
48014,CXR,539445,32583998
12804,CAF,556242,94487670
12804,WSM,842625,39563708
93057,CMR,532020,52657513
93057,BLR,599706,08211008
93894,KWT,654979,45857394
62485,CUW,955694,96091396
62485,MUS,508279,58081771
30215,LCA,106520,84423355
35006,TTO,102617,60357349
35006,COG,208835,13379903
48490,TCA,244392,11679233
42827,CAF,412880,90435338
24243,IRL,686879,36615311
24243,DZA,036886,61610868
46886,ZAF,702152,82391204
49764,IRN,705032,29084128
11603,HUN,373748,82282469
65424,RUS,082811,16515439
65424,NAM,591776,98711461
71974,DNK,491375,99725315
71974,DJI,658950,27429797
69761,VNM,197414,04631631
69761,LKA,702448,55858776
691,LSO,726095,68612136
691,COD,678414,69112896
55334,JEY,686359,15840513
55334,ARM,829104,82347670
22564,AFG,975055,34572671
22564,NIU,865377,68406918
21698,SLE,204857,59827776
21698,COG,194120,76019534
38590,MUS,061152,78572447
4875,MYT,004517,36717503
4875,IRL,887418,13414811
89003,SEN,701841,20176689
89003,VGB,231481,99403560
92852,YEM,174128,06700840
92852,AZE,016398,98876051
30024,TZA,712863,43706202
30024,SGS,236288,87581875
12108,VNM,989888,42039640
12108,FSM,393068,09487859
95167,VCT,990370,14472210
95167,ESP,204206,82788032
50899,BRA,954076,43685210
45911,SYR,836247,38856505
45911,ECU,065453,77915147
30578,MEX,745087,35845617
97127,DOM,987654,56592825
97127,GUF,242192,67434211
97565,CHN,043445,90332531
97565,HND,726700,86741272
17927,PAN,118635,13147027
17927,CHN,212878,96222739
84859,SLE,478685,45086386
84859,CAN,006377,15557496
49663,NAM,625268,05108502
2713,GTM,039207,98065211
47861,TUV,457780,74831143
16898,HND,397530,82083359
83381,MLI,967762,26698575
40765,TTO,104765,91856127
40765,MHL,735588,10651051
71561,TZA,016987,03364870
71561,DOM,750154,24131194
57057,HUN,829625,05211922
57057,DJI,766956,95551281
33499,STP,656609,21777920
2117,VNM,261462,78405510
8321,PHL,726812,78782536
46210,MNP,570319,78083743
33295,SLB,068995,64505492
79410,ISL,523824,81962224
79410,BGD,600598,10826912
90811,MSR,180899,54904916
90811,IDN,321091,52288350
37259,MOZ,578966,38204725
32492,SVK,912164,62186277
97495,REU,444940,55298664
97495,KOR,452763,11950172
23676,COD,192092,29506247
82710,TJK,788622,05244875
3350,UMI,659239,74355879
3350,BRN,797283,39720251
25633,GEO,928236,01300660
25633,CPV,592275,70427151
28964,JEY,721807,20890836
28964,TJK,008839,88956146
82826,PYF,128306,78479839
7530,ARG,286981,29837311
7530,MAR,203940,95684809
87791,COK,186261,34748434
87791,ISL,131173,41379446
20245,SYR,433383,08408445
20245,JEY,114988,85575521
73590,GUM,292106,86959976
73590,BHR,496486,09460653
10725,MMR,795891,47223924
10725,TCD,101408,05487066
83532,SMR,628878,00581496
83532,IRN,853703,56604816
84105,COM,599379,76606115
92176,GEO,460177,71016016
92176,DZA,136575,25796892
59250,BEN,014309,40901394
35184,VCT,772493,16590914
85532,MNE,752179,16639192
73704,SWE,350339,44113166
73704,MLI,955081,02916079
41262,GIB,077658,52726721
41262,GUM,106289,80546310
4439,NER,619978,73465206
4439,COM,468383,07640385
5059,TZA,714538,23974029
5059,GIB,000416,76856603
48105,DEU,020553,55807397
51114,TLS,245144,54977938
53866,PRT,718909,89341358
33203,VCT,424469,74010225
70713,GNB,328001,27796334
70713,NIC,921278,60987665
85829,BRA,283133,00907994
85829,STP,810520,05604448
98679,SLV,868963,17823138
65471,AFG,843097,08918942
65471,BEL,354083,66640433
92376,AGO,278059,81641187
92376,VUT,641975,76529328
64646,ARM,323089,27422973
67217,NGA,533726,70531331
67217,LVA,822130,25197668
75435,JEY,366125,46945107
59551,UGA,702772,94729186
59551,GUY,968295,56207255
84934,BMU,379111,83699823
84934,TTO,528340,21000653
12915,POL,855095,20884450
84990,CXR,760690,26254509
75556,PRT,093970,85433459
75556,POL,242816,62861516
41695,RWA,366976,50546628
58028,NAM,200806,36074352
58028,ASM,530027,25652505
41170,CXR,783924,17765826
65556,ATG,626512,57418332
73269,BGR,684327,74186084
73269,WLF,177640,91412458
20350,GTM,178427,18656576
20350,MHL,576444,07145350
83986,LSO,492442,84750377
16654,NAM,473481,86644352
97173,ROU,020733,46569798
89954,SLE,826600,66407466
89954,SAU,226256,74718076
99988,GEO,447437,82114878
99988,SLV,484625,62056957
64563,EGY,754791,60262179
64563,RWA,466872,63904436
47765,KNA,376724,00854699
62502,SOM,840927,52665454
7720,MLI,588856,12818791
7720,PRY,681236,03871836
20236,KAZ,458632,58910106
20236,QAT,764459,23734724
6568,TJK,800264,83058654
24320,PRT,759089,66288794
24320,BDI,627737,63954408
60713,UZB,518594,63740217
60713,SWZ,303898,96553825
74379,ECU,639685,17466640
28059,UGA,185467,66843498
58600,CHE,710448,56046250
83195,BWA,792247,80187901
83195,URY,701577,52475878
46347,GMB,984138,36582291
46347,CPV,115778,98967463
2776,SMR,671996,16305277
2776,LAO,707655,01503589
16551,LBY,897066,64366731
16551,PLW,727747,08259572
23607,SXM,920365,61664820
23607,UMI,572758,93804337
63810,TCA,529692,16519481
63403,BGD,233533,75847406
32485,WLF,448168,64100657
32485,CIV,896125,12368353
87290,UZB,062945,29837519
3542,HKG,469849,85084233
3542,TWN,015648,60591717
91674,TKM,032722,00779498
91674,HKG,498342,39188682
40820,ALA,994840,71559871
40820,LIE,965783,19340312
14771,SXM,843412,84857564
14771,DMA,813126,05626134
25923,VEN,998493,76064301
22678,CUW,310940,48194723
22678,CYM,128024,36434727
68548,AGO,750449,86779356
89808,NAM,521645,75770567
13617,DMA,072439,07924892
58085,KOR,878398,36371969
58085,GRC,324228,01288562
28237,GTM,647492,43130551
72407,CCK,911812,57832382
85525,GLP,379184,01994466
10225,IRQ,733792,59452995
10225,KGZ,258361,88015256
74330,TKL,641994,86831274
74330,RUS,616715,75940991
53895,ERI,659921,33058926
53895,TCA,553792,15257843
75449,NAM,132430,99978584
75449,LSO,005721,97780277
37713,MCO,444010,35018576
37713,TKM,259567,50057873
2951,BRB,627534,42625632
2951,MRT,286969,87934602
52596,LCA,973369,91709345
52596,ATA,236206,04805866
48582,KEN,872911,52733993
18218,SLE,821261,37069971
18218,NIC,350625,69793366
32450,NIU,135943,40142537
32450,SSD,042995,41445558
11090,ESP,072203,30086914
40635,DEU,516637,54387668
93313,IND,487740,81830498
93313,MNE,780129,14684443
78945,SJM,755604,16356656
78945,WSM,799340,85089479
95994,PRT,573668,35188716
95994,KOR,156217,69121253
34685,UZB,202963,28941710
50039,PER,154507,71567376
50039,DNK,226137,36117681
61116,CHE,848068,33968565
61116,TLS,215811,32733812
29931,UMI,959366,70400036
29931,ZAF,562413,15050842
30902,VUT,565586,40313073
24105,NRU,228080,34912974
98298,TUN,326831,37769120
82132,AGO,946819,10626671
82132,LVA,559390,95007613
20836,SYR,402908,39425530
4538,MYT,644687,49795725
4538,LBN,056960,89926220
75763,MNP,988826,41713657
75763,BWA,672379,07525743
54210,NGA,536577,19693745
54210,HMD,436754,36054569
21603,KNA,675167,33077221
27939,PYF,155041,81905580
27939,SEN,023540,21190125
3363,ISR,340401,70878844
3363,TGO,396079,84934414
32122,COG,076703,85581851
10429,ATG,212364,97397599
45636,PHL,699652,17269819
45636,NCL,854872,84148866
42804,SYC,702660,12169809
42804,DZA,926146,54773556
99097,ERI,603431,02178296
28622,GIB,319062,78369961
28622,SLB,931758,62763793
61134,PRI,271363,99835268
87266,SWE,476016,78245194
23198,NER,038382,70757047
23198,GUM,141399,70003683
65234,IMN,765489,31004715
65234,GLP,454962,86053575
88467,TWN,756847,11825750
79758,BHR,987697,98011676
79758,COG,103344,56367141
92194,SGP,820374,49640592
92194,TKL,203285,29879210
53691,AUT,943252,45692606
53691,ARE,355026,40692106
86093,PHL,973433,01041316
8723,MLI,130166,76044082
23243,GNB,289377,89423613
59835,BEL,732343,96324842
59835,LUX,795894,00222087
34372,MRT,213993,34259810
34372,KOR,734450,16520511
13546,BHR,630838,37446272
13546,HND,445381,80429877
35372,AGO,488026,47749789
35372,LAO,379161,10251218
77853,BRB,467686,89167285
76925,CZE,155630,98625636
76925,GRL,167545,48130889
14399,BLM,048041,28133795
14399,MTQ,675571,86609138
73305,GUY,246494,94927512
73305,SYR,296819,75564904
57662,LUX,415815,74046568
57662,HUN,948798,82848319
40195,STP,254337,35247163
64969,VUT,304395,59504505
9214,ASM,210562,10126159
9214,RWA,523489,27207105
93922,TWN,862840,56141968
97251,GGY,113515,54404834
72259,CYM,594833,20740287
83191,IRN,627675,49444196
83191,REU,794138,33450925
95607,ARE,432249,85631940
95607,WLF,978619,81522657
93553,LKA,718962,63314493
6153,GTM,104409,64301620
79177,PRT,154635,29784715
81395,CYP,562724,58586747
81395,NZL,366417,97711170
42438,SOM,759840,93857454
42438,GIN,159201,96893291
5435,GUF,814970,77138505
5435,SUR,099624,70052522
25783,PRT,537573,49498701
11780,FJI,617408,23472239
66550,TWN,953054,24219290
66550,URY,895725,24457342
45296,IND,394413,56301081
47354,MAR,799754,38564852
47354,AIA,995892,53337165
87374,BLR,632962,93295563
22298,CHE,818391,73500392
51592,ARM,790340,53171826
51592,BEN,381245,04585386
88608,SXM,196423,97908851
88608,THA,722620,79739453
32573,KOR,117850,46611561
71850,VGB,146976,36278013
63387,BLR,631298,85666637
87378,CHN,989699,72290577
87378,ARG,120441,30523653
64269,LCA,212450,56480186
64269,DNK,035965,53897937
36533,KGZ,807854,92050809
122,ATG,235832,87164484
68573,BVT,763920,85159768
68573,FSM,486582,59890317
32027,BLR,289421,64121506
71763,SWZ,148137,69424501
71763,ABW,298667,15357000
91176,YEM,938503,16494906
91176,COM,029462,93053427
79128,TJK,042566,26886944
54134,BWA,823713,05683861
20973,VAT,718086,70536994
20973,GRD,028705,16473500
16362,PCN,199413,27903535
92836,GEO,651651,01060257
92836,MLT,400410,89815781
65287,BVT,941577,02138775
65287,NOR,641475,82625690
62799,VUT,590665,64346225
87730,LSO,079528,37261023
87730,IMN,462654,36572855
50943,IRQ,767895,58370067
88123,BRN,395652,27516278
6096,ABW,523489,25036856
28226,SEN,697711,82134249
28226,HUN,573050,53252743
67032,FLK,490305,53623092
57819,IRL,818028,95767340
7959,COM,431912,35276963
5782,NCL,484017,48199304
69375,AFG,529389,89038170
69375,GTM,785403,23672784
38681,MWI,302752,12118133
23789,CZE,253426,55640162
13781,SSD,720724,74006482
13781,SWE,142769,38411078
92787,YEM,783854,53388198
92787,PCN,905652,16751662
41011,RWA,099095,69785550
41011,GNB,512845,72065135
48595,MRT,907496,32673763
48595,TTO,709334,15487507
13118,CHE,266321,94652387
51081,BHS,514636,18059652
51081,IRL,420448,70012476
15441,VCT,668168,00925147
54581,GUF,904222,92625670
96864,GGY,117907,76032447
96864,ATG,607357,76647092
8171,LTU,331795,02487260
8171,ATF,563977,18408620
20792,HTI,385537,63401831
20792,CAN,964406,66389738
65116,PRK,268533,40445573
43651,BRN,935886,86364791
17389,KEN,567122,66592747
21885,BDI,589334,70350669
50544,EGY,752499,14943440
50544,MYS,983546,28433484
55842,SLV,565235,88954460
64807,PSE,888743,33126602
64807,ATG,928665,71960953
40434,SOM,149523,70694193
12192,TZA,456251,62581131
12192,PLW,097174,08618136
40416,VUT,757465,85174934
74332,WLF,073268,64397384
39389,PYF,184207,24042869
39389,LSO,447505,84273644
4969,BRN,375805,34004985
4969,ESP,237238,37144525
52741,MHL,986681,60340157
52741,POL,687957,63072164
65178,GMB,101141,11861661
65178,UGA,381561,13204310
4385,MTQ,101484,56012809
4385,EGY,941785,52641913
35571,VAT,124551,36187548
35571,TLS,940758,21878572
78037,DEU,548162,19629396
78037,HRV,106422,88836649
38412,AUS,792872,75452717
39738,AZE,865085,43446585
8863,BLR,032079,32465763
48504,COL,305250,71955158
23733,REU,830934,78613378
23733,AUS,209040,37670116
77406,KOR,856892,44824263
69641,AIA,304524,22041155
69641,DMA,450343,78244647
43274,CHN,052302,67833019
43274,SHN,863701,62847284
22670,KWT,168014,78854675
22670,BIH,835212,44526503
42493,IRQ,513328,46136306
59751,COD,330057,31877308
59751,GHA,500887,05169370
79176,BOL,208879,48061585
51566,MNG,504200,76487125
77515,TZA,746615,26523012
87922,ARM,621071,86231379
87922,WSM,112923,28451451
65645,NCL,200162,64112845
4117,GRD,035241,59252321
43698,TKL,230347,61149528
35832,ATG,431956,37126212
40363,LBR,243902,72013480
56215,ISR,269733,70650303
39582,LUX,333334,09915173
39582,URY,671016,85956819
11900,ABW,256776,12319981
11900,ERI,561628,66353958
35340,TCA,524321,31874595
67428,HKG,046058,10972496
14885,SRB,198790,01429907
14885,ZAF,622946,77651854
57324,BEL,358851,28251674
31832,PRI,983325,39264544
31832,ZWE,155489,79613194
24572,AND,411337,04222144
43940,CXR,883449,09904122
43940,LBY,159015,47036210
98363,TCA,331780,35688818
73149,GRD,313221,72760687
73149,TZA,095672,12902016
90653,CXR,831563,30583788
22884,NIU,948042,37890783
24350,CHN,361055,77614955
24350,SVN,531394,04398297
24044,AZE,051327,11379310
24044,FJI,143412,09252517
98732,GBR,087648,64418372
98732,MUS,768078,67008731
48737,SHN,977169,33793027
48737,FRA,905774,82756591
5681,JAM,468192,23674372
5681,FSM,286011,54534490
22088,TCD,427987,12085558
82978,ECU,371785,53986197
82978,TUR,504071,40531675
33759,AGO,851229,47896419
33759,ATF,616185,79858232
68960,SWZ,833541,76463415
68960,ZAF,121293,03759179
19480,UGA,784117,31973210
19546,LIE,776297,97265277
70440,MDA,732561,73520212
28341,MHL,418885,23027151
31778,GRD,256785,65539245
72640,CUB,182747,82776790
72640,SJM,211140,17329317
28037,GUM,908287,43841968
22138,CRI,011436,30750692
50837,UKR,369118,85714247
80986,TCD,052161,10715047
81282,KHM,523591,22382829
9399,GUM,404514,56454935
12077,BLM,586231,28218803
12077,JOR,576234,71581106
95664,ARM,369000,92882815
34820,BOL,753870,25749815
34820,KWT,878318,38457980
79709,MYT,093727,42929880
98387,MYT,664572,94265026
98387,ESH,796599,24302491
56795,AUS,052722,18625599
56795,NRU,991662,73652362
56653,ALB,189340,72178277
56653,ABW,669898,53406929
6712,MSR,816115,76112930
6712,TWN,708342,41463015
18281,COL,344318,06759009
18281,BHS,624441,67527949
16772,MMR,439852,66059465
85489,CHN,230089,47646974
85489,VUT,847374,88388805
28810,JPN,877237,56156382
11587,MTQ,155192,85179898
30017,SUR,160059,23645736
30017,SEN,855472,00282849
83044,KHM,006198,53907831
83044,NLD,872576,35558155
3277,PRY,222308,75526237
3277,COK,899220,90169571
44250,VEN,587934,86975139
32145,LBY,734398,93074539
74143,FRO,913374,10908858
37689,ZAF,705878,90710355
37689,MEX,076317,24022867
22691,CHE,871180,32587160
77570,FLK,825170,41797347
61693,IRN,330996,43818189
52833,MAC,708150,18784521
96951,POL,858490,31284642
96951,STP,190165,04352779
52839,CYP,479891,29569306
81551,CCK,833001,59614396
81551,SXM,198702,27743081
83806,REU,698532,05775889
80067,PRK,711039,56631032
80067,KHM,026077,08255392
95555,BHS,075230,71931526
95555,FRA,899596,21877029
77702,HND,730607,34799836
50012,NCL,587128,18404411
50012,SGS,717711,53795463
70705,PCN,875787,92569328
46648,CAF,665444,35116934
23907,ASM,510625,23488268
23907,USA,834778,54489800
29527,BHR,085057,57073965
7161,UGA,404829,12047556
7161,TUN,264173,03200594
44952,GRD,183327,56686367
79489,DOM,978132,54420432
97066,AGO,372567,56155273
50,MAC,512468,63717201
50,SAU,398761,44755705
89198,ABW,595668,56740322
89198,TUR,218113,74752873
45447,BHR,303741,92421964
45447,MAC,750072,21312091
2174,SVN,547244,77372327
2174,PNG,471983,85354514
26211,NOR,814492,65438263
50153,TCA,772171,37524401
50153,SSD,036434,90291818
94554,GUM,774988,21814031
45341,CPV,344758,62049119
45341,ZAF,653167,36224928
9292,VNM,849126,28762146
40650,SLV,875002,41999361
40650,MWI,219908,25523042
78867,AUT,274258,74344866
25707,KNA,508990,46538673
25707,IMN,955717,87190560
18892,CXR,572468,61750902
18892,TGO,940550,39473165
42859,MUS,628194,44597355
10180,LTU,295324,05815320
78368,MDA,372482,56577886
78368,CPV,822974,67214787
1053,CUB,075098,81322081
1053,SHN,836279,55089569
8616,MLT,099723,71344076
88443,GUF,115544,28963825
40435,CYM,316638,84861405
40435,BRB,305024,58940461
80041,GNQ,253082,45924951
80041,ZMB,679376,34716087
91617,GIN,106803,48873008
23821,BVT,615704,08428221
23821,GEO,969078,65757131
11481,IOT,797828,98275423
11481,PHL,963000,02477204
76068,MAC,621454,43040626
76068,ESP,819881,54724796
71440,CYM,774696,04298291
17498,ARG,495847,97094882
50099,PCN,504906,63091514
50099,TTO,901226,43755411
72353,STP,936024,11801666
44642,FRO,079252,50484996
44642,AZE,075239,61518116
8535,EGY,808261,96062177
84886,BGR,174865,50402369
25329,ATF,291396,22442510
37231,BRN,597197,02844223
37231,VIR,722420,46992636
96747,FIN,452672,86248923
42458,COD,620521,82655641
62527,MHL,960338,17072872
3086,BLR,644692,68876391
3086,NPL,899434,75231534
17328,FIN,551121,08021609
17328,CPV,326236,86027563
